Directory,core
DirectoryMatch,core
Else,core
ElseIf,core
Files,core
FilesMatch,core
If,core
IfDefine,core
IfModule,core
Limit,core
LimitExcept,core
Location,core
LocationMatch,core
Proxy,core
ProxyMatch,core
VirtualHost,core
AuthnProviderAlias,mod_authn_core
AuthzProviderAlias,mod_authz_core
RequireAll,mod_authz_core
RequireAny,mod_authz_core
RequireNone,mod_authz_core
Macro,mod_macro
Perl,mod_perl
IfVersion,mod_version
